line_number,key,task,representation,kg,graph_id,prompt_type,temperature,temperature_label,cq_index,cq_complexity,endpoint,competency_question,sparql_query,syntax_ok,syntax_message,satisfiable,satisfiable_message,deterministic,deterministic_message,all_checks_passed,rows,variables,result_message,_line_number
150,sparql-axiom-core_scholar_shallow-0_shot-temp1.0-Which departments have the highest number of agents missing family name information?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,0_shot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,Which departments have the highest number of agents missing family name information?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?department ?missingFamilyNameCount
WHERE {
    {
        SELECT ?department (COUNT(?agent) AS ?missingFamilyNameCount)
        WHERE {
            ?agent a coress-ont:Agent ;
                   coress-ont:worksInDepartment ?department .
            FILTER NOT EXISTS { ?agent coress-ont:hasFamilyName ?familyName . }
        }
        GROUP BY ?department
    }
    FILTER NOT EXISTS {
        {
            SELECT (COUNT(?otherAgent) AS ?otherCount)
            WHERE {
                ?otherAgent a coress-ont:Agent ;
                            coress-ont:worksInDepartment ?otherDepartment .
                FILTER NOT EXISTS { ?otherAgent coress-ont:hasFamilyName ?familyName . }
            }
            GROUP BY ?otherDepartment
        }
        FILTER(?otherCount > ?missingFamilyNameCount)
    }
}",True,OK,False,OK,True,OK,False,0,"[""department"", ""missingFamilyNameCount""]",OK,150
151,sparql-axiom-core_scholar_rich-cot-temp0.0-What publications belong to which publication type?,sparql,axiom,core_scholar_rich,core_scholar_rich,cot,0.0,temp0.0,7,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications belong to which publication type?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?publication ?typeAsString
WHERE {
  ?publication coresr-ont:hasPublicationType ?publicationType .
  ?publicationType coresr-ont:typeAsString ?typeAsString .
}",True,OK,True,OK,True,OK,True,40,"[""publication"", ""typeAsString""]",OK,151
152,sparql-nen-kwg-0_shot-temp0.0-What are all the available impact factor details for all hazard events?,sparql,nen,kwg,kwg,0_shot,0.0,temp0.0,11,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the available impact factor details for all hazard events?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?hazardEvent ?impactProperty ?impactResult
WHERE {
  ?impactObservation a kwg-ont:ImpactObservation ;
    sosa:hasFeatureOfInterest ?hazardEvent ;
    sosa:observedProperty ?impactProperty ;
    sosa:hasSimpleResult ?impactResult .
  ?impactProperty rdfs:subClassOf* kwg-ont:ImpactObservableProperty .
  ?hazardEvent a/rdfs:subClassOf* kwg-ont:Hazard .
}",True,OK,False,OK,True,OK,False,0,"[""hazardEvent"", ""impactProperty"", ""impactResult""]",OK,152
153,sparql-axiom-kwg_lite-0_shot-temp1.0-What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,sparql,axiom,kwg_lite,kwg_lite,0_shot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX kwglr: <http://stko-kwg.geog.ucsb.edu/lod/lite-resource/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?hazard ?hazardName ?place ?placeName ?hazardType ?startDate ?endDate ?deaths ?cropDamage ?infraDamage ?area
WHERE {
  ?hazard a kwgl-ont:HazardEvent ;
          kwgl-ont:hasHazardType ?hazardType ;
          kwgl-ont:hasImpacted ?place ;
          kwgl-ont:hasStartDate ?startDate .

  FILTER(?hazardType IN (
    kwglr:hurricane,
    kwglr:tornado,
    kwglr:tropicalStorm,
    kwglr:winterStorm,
    kwglr:blizzard,
    kwglr:iceStorm,
    kwglr:stormSurgeTide,
    kwglr:thunderstormWind,
    kwglr:tropicalDepression
  ))

  FILTER(?startDate >= ""2018-01-01""^^xsd:date && ?startDate <= ""2022-12-31""^^xsd:date)

  OPTIONAL { ?hazard kwgl-ont:hasName ?hazardName . }
  OPTIONAL { ?place kwgl-ont:hasName ?placeName . }
  OPTIONAL { ?hazard kwgl-ont:hasEndDate ?endDate . }
  OPTIONAL { ?hazard kwgl-ont:numberOfDeaths ?deaths . }
  OPTIONAL { ?hazard kwgl-ont:damageToCropsInDollars ?cropDamage . }
  OPTIONAL { ?hazard kwgl-ont:damageToInfrastructureInDollars ?infraDamage . }
  OPTIONAL { ?hazard kwgl-ont:affectedAreaInAcres ?area . }
}",True,OK,False,OK,True,OK,False,0,"[""hazard"", ""hazardName"", ""place"", ""placeName"", ""hazardType"", ""startDate"", ""endDate"", ""deaths"", ""cropDamage"", ""infraDamage"", ""area""]",OK,153
154,sparql-ttl-kwg_lite-cot-temp0.0-What are all the available earthquake hazards and how many are there?,sparql,ttl,kwg_lite,kwg_lite,cot,0.0,temp0.0,5,simple,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available earthquake hazards and how many are there?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT ?earthquake (COUNT(DISTINCT ?earthquake) AS ?earthquakeCount)
WHERE {
  ?earthquake a kwgl-ont:Earthquake .
}
GROUP BY ?earthquake
ORDER BY ?earthquake",True,OK,True,OK,True,OK,True,10,"[""earthquake"", ""earthquakeCount""]",OK,154
155,sparql-nen-kwg-cot-temp1.0-What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,sparql,nen,kwg,kwg,cot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX time: <http://www.w3.org/2006/time#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?hazard ?hazardType ?damageType ?damageValue ?place ?startTime ?endTime
WHERE {
  ?impactObs a kwg-ont:ImpactObservation ;
             sosa:hasFeatureOfInterest ?hazard ;
             sosa:observedProperty ?damageType ;
             sosa:hasSimpleResult ?damageValue .

  ?hazard a ?hazardType .
  VALUES ?hazardType {
    kwg-ont:NOAATropicalStorm
    kwg-ont:NOAAHurricane
    kwg-ont:NOAAWinterStorm
    kwg-ont:NOAABlizzard
    kwg-ont:NOAAIceStorm
    kwg-ont:NOAAStormSurgeTide
    kwg-ont:NOAAMarineHurricaneTyphoon
    kwg-ont:NOAAMarineTropicalStorm
    kwg-ont:NOAATropicalDepression
    kwg-ont:NOAADustStorm
  }

  ?damageType rdfs:subClassOf* kwg-ont:ImpactObservableProperty .
  
  ?hazard kwg-ont:spatialRelation ?place ;
          kwg-ont:hasTemporalScope ?temporalEntity .

  OPTIONAL {
    ?temporalEntity time:hasBeginning/time:inXSDDateTime ?startTime .
  }
  OPTIONAL {
    ?temporalEntity time:hasEnd/time:inXSDDateTime ?endTime .
  }
}
ORDER BY ?hazard ?damageType",True,OK,False,OK,True,OK,False,0,"[""hazard"", ""hazardType"", ""damageType"", ""damageValue"", ""place"", ""startTime"", ""endTime""]",OK,155
156,sparql-nen-core_scholar_shallow-cot-temp0.0-What publications involve people from more than one department?,sparql,nen,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,12,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications involve people from more than one department?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?publication ?title
WHERE {
  ?publication a coress-ont:Publication ;
               coress-ont:hasTitle ?title ;
               coress-ont:submittedBy ?authorRole .
  ?agent coress-ont:performsRole ?authorRole ;
         coress-ont:worksInDepartment ?department .
}
GROUP BY ?publication ?title
HAVING (COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication"", ""title""]",OK,156
157,sparql-ttl-core_scholar_rich-0_shot-temp0.0-Which authors have advisors and also submitted publications by each field?,sparql,ttl,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,14,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,Which authors have advisors and also submitted publications by each field?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT DISTINCT ?authorName ?field
WHERE {
  ?agent coresr-ont:performsRole ?authorRole ;
         coresr-ont:hasContactInformation ?nameInfo .
  ?authorRole rdf:type coresr-ont:Author ;
              coresr-ont:advisedBy ?advisorRole ;
              coresr-ont:submits ?publication .
  ?publication coresr-ont:associatedFieldOfStudy ?field .
  ?nameInfo rdf:type coresr-ont:Name ;
            coresr-ont:nameAsString ?authorName .
}
ORDER BY ?authorName ?field",True,OK,False,OK,True,OK,False,0,"[""authorName"", ""field""]",OK,157
158,sparql-ttl-core_scholar_rich-0_shot-temp0.0-What publications belong to which publication type?,sparql,ttl,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,7,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications belong to which publication type?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT ?publicationTitle ?publicationTypeName
WHERE {
  ?publication a coresr-ont:Publication ;
               coresr-ont:hasTitle ?publicationTitle ;
               coresr-ont:hasPublicationType ?publicationType .
  ?publicationType coresr-ont:typeAsString ?publicationTypeName .
}",True,OK,True,OK,True,OK,True,40,"[""publicationTitle"", ""publicationTypeName""]",OK,158
159,sparql-nen-kwg-0_shot-temp1.0-What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,sparql,nen,kwg,kwg,0_shot,1.0,temp1.0,6,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>

SELECT ?attribute (COUNT(DISTINCT ?tornado) AS ?count)
WHERE {
  ?tornado a kwg-ont:NOAATornado .
  ?obs sosa:hasFeatureOfInterest ?tornado .
  ?obs sosa:observedProperty ?attribute .
}
GROUP BY ?attribute
ORDER BY DESC(?count)",True,OK,False,OK,True,OK,False,0,"[""attribute"", ""count""]",OK,159
160,sparql-ttl-core_scholar_rich-0_shot-temp1.0-What publications involve people from more than one department?,sparql,ttl,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,12,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications involve people from more than one department?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?publication
WHERE {
  ?publication rdf:type coresr-ont:Publication ;
               coresr-ont:hasContributor ?contributorRole .
  ?contributorRole coresr-ont:isPerformedBy ?person .
  ?person coresr-ont:associatedWith ?department .
}
GROUP BY ?publication
HAVING (COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication""]",OK,160
161,sparql-nen-core_scholar_shallow-0_shot-temp1.0-Which universities in each state are associated with the most publications?,sparql,nen,core_scholar_shallow,core_scholar_shallow,0_shot,1.0,temp1.0,11,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,Which universities in each state are associated with the most publications?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?state ?university ?publicationCount
WHERE {
  {
    SELECT ?state (MAX(?pCount) AS ?maxCount)
    WHERE {
      {
        SELECT ?state ?u (COUNT(DISTINCT ?p) AS ?pCount)
        WHERE {
          ?p coress-ont:submittedBy ?author .
          ?agent coress-ont:performsRole ?author ;
                 coress-ont:worksInDepartment ?department .
          ?department coress-ont:departmentOf ?college .
          ?college coress-ont:collegeOf ?u .
          ?u coress-ont:atState ?state .
        }
        GROUP BY ?state ?u
      }
    }
    GROUP BY ?state
  }
  {
    SELECT ?state ?university (COUNT(DISTINCT ?publication) AS ?publicationCount)
    WHERE {
      ?publication coress-ont:submittedBy ?author .
      ?agent coress-ont:performsRole ?author ;
             coress-ont:worksInDepartment ?department .
      ?department coress-ont:departmentOf ?college .
      ?college coress-ont:collegeOf ?university .
      ?university coress-ont:atState ?state .
    }
    GROUP BY ?state ?university
  }
  FILTER(?publicationCount = ?maxCount)
}
ORDER BY ?state",True,OK,False,OK,True,OK,False,0,"[""state"", ""university"", ""publicationCount""]",OK,161
162,sparql-axiom-core_scholar_rich-cot-temp0.0-What publications involve people from more than one department?,sparql,axiom,core_scholar_rich,core_scholar_rich,cot,0.0,temp0.0,12,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications involve people from more than one department?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT ?publication
WHERE {
  {
    ?publication coresr-ont:submittedBy ?role .
  }
  UNION
  {
    ?publication coresr-ont:hasContributor ?role .
  }
  ?role coresr-ont:isPerformedBy ?person .
  ?person coresr-ont:associatedWith ?department .
}
GROUP BY ?publication
HAVING (COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication""]",OK,162
163,sparql-ttl-core_scholar_rich-0_shot-temp1.0-What publications belong to which publication type?,sparql,ttl,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,7,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications belong to which publication type?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT ?publicationTitle ?publicationTypeName
WHERE {
  ?publication coresr-ont:hasPublicationType ?publicationType .
  ?publication coresr-ont:hasTitle ?publicationTitle .
  ?publicationType coresr-ont:typeAsString ?publicationTypeName .
}",True,OK,True,OK,True,OK,True,60,"[""publicationTitle"", ""publicationTypeName""]",OK,163
164,sparql-nen-core_scholar_shallow-0_shot-temp0.0-What publications are associated with each field of study?,sparql,nen,core_scholar_shallow,core_scholar_shallow,0_shot,0.0,temp0.0,9,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications are associated with each field of study?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?fieldOfStudy ?publicationTitle
WHERE {
  ?publication a coress-ont:Publication ;
               coress-ont:associatedFieldOfStudy ?fieldOfStudy ;
               coress-ont:hasTitle ?publicationTitle .
}",True,OK,True,OK,True,OK,True,20,"[""fieldOfStudy"", ""publicationTitle""]",OK,164
165,"sparql-nen-kwg_lite-0_shot-temp0.0-What are any and all available hazards, their details, and when did they happen?",sparql,nen,kwg_lite,kwg_lite,0_shot,0.0,temp0.0,1,simple,<FUSEKI_SERVER>/kwg_lite/sparql,"What are any and all available hazards, their details, and when did they happen?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?hazard ?name ?hazardType ?startDate ?endDate ?affectedArea ?cropDamage ?infraDamage ?deaths
WHERE {
  ?hazard a kwgl-ont:HazardEvent .
  OPTIONAL { ?hazard kwgl-ont:hasName ?name . }
  OPTIONAL { ?hazard kwgl-ont:hasHazardType ?hazardType . }
  OPTIONAL { ?hazard kwgl-ont:hasStartDate ?startDate . }
  OPTIONAL { ?hazard kwgl-ont:hasEndDate ?endDate . }
  OPTIONAL { ?hazard kwgl-ont:affectedAreaInAcres ?affectedArea . }
  OPTIONAL { ?hazard kwgl-ont:damageToCropsInDollars ?cropDamage . }
  OPTIONAL { ?hazard kwgl-ont:damageToInfrastructureInDollars ?infraDamage . }
  OPTIONAL { ?hazard kwgl-ont:numberOfDeaths ?deaths . }
}",True,OK,True,OK,True,OK,True,10,"[""hazard"", ""name"", ""hazardType"", ""startDate"", ""endDate"", ""affectedArea"", ""cropDamage"", ""infraDamage"", ""deaths""]",OK,165
166,sparql-axiom-core_scholar_shallow-cot-temp1.0-What authors are advised by which advisors?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,cot,1.0,temp1.0,6,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What authors are advised by which advisors?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?authorName ?advisor
WHERE {
  ?author a coress-ont:Author ;
          coress-ont:advisedBy ?advisor .
  ?agent coress-ont:performsRole ?author ;
         coress-ont:hasFirstName ?firstName ;
         coress-ont:hasFamilyName ?familyName .
  BIND(CONCAT(?firstName, "" "", ?familyName) AS ?authorName)
}",True,OK,False,OK,True,OK,False,0,"[""authorName"", ""advisor""]",OK,166
167,sparql-nen-kwg-cot-temp1.0-What are all the available climate-specific attributes related to all geographical places?,sparql,nen,kwg,kwg,cot,1.0,temp1.0,9,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available climate-specific attributes related to all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>

SELECT DISTINCT ?climateAttribute
WHERE {
  ?climateAttribute rdfs:subClassOf kwg-ont:ClimateObservableProperty .
  ?observation sosa:observedProperty ?climateAttribute ;
               sosa:hasFeatureOfInterest ?place .
  ?place a geo:Feature .
}",True,OK,False,OK,True,OK,False,0,"[""climateAttribute""]",OK,167
168,sparql-ttl-kwg-0_shot-temp0.0-What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,sparql,ttl,kwg,kwg,0_shot,0.0,temp0.0,15,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX kwgr: <http://stko-kwg.geog.ucsb.edu/lod/resource/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX time: <http://www.w3.org/2006/time#>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT DISTINCT ?hazard ?hazardLabel ?damagePropertyLabel ?damageValue ?beginTime ?endTime ?startLocationWKT
WHERE {
  ?hazard a ?hazardType .
  ?hazardType rdfs:label ?hazardLabel .
  VALUES ?hazardType {
    kwg-ont:NOAABlizzard
    kwg-ont:NOAAHurricane
    kwg-ont:NOAAIceStorm
    kwg-ont:NOAAMarineHurricaneTyphoon
    kwg-ont:NOAAMarineThunderstormWind
    kwg-ont:NOAAMarineTropicalStorm
    kwg-ont:NOAAStormSurgeTide
    kwg-ont:NOAAThunderstormWind
    kwg-ont:NOAATornado
    kwg-ont:NOAATropicalStorm
    kwg-ont:NOAAWinterStorm
  }

  ?obsCollection a kwg-ont:ImpactObservationCollection ;
                 sosa:hasFeatureOfInterest ?hazard ;
                 sosa:hasMember ?observation .
  ?observation a kwg-ont:ImpactObservation ;
               sosa:observedProperty ?damageProperty ;
               sosa:hasSimpleResult ?damageValue .

  VALUES ?damageProperty {
    kwgr:impactObservableProperty.damageProperty
    kwgr:impactObservableProperty.damageCrop
  }
  ?damageProperty rdfs:label ?damagePropertyLabel .

  ?obsCollection sosa:phenomenonTime ?temporalEntity .
  ?temporalEntity time:hasBeginning/time:inXSDDateTime ?beginTime .
  ?temporalEntity time:hasEnd/time:inXSDDateTime ?endTime .
  
  FILTER(?beginTime >= ""2010-01-01T00:00:00Z""^^xsd:dateTime && ?endTime <= ""2020-12-31T23:59:59Z""^^xsd:dateTime)

  ?hazard kwg-ont:hasSegment/kwg-ont:startsFrom/geo:hasGeometry/geo:asWKT ?startLocationWKT .
}",True,OK,False,OK,True,OK,False,0,"[""hazard"", ""hazardLabel"", ""damagePropertyLabel"", ""damageValue"", ""beginTime"", ""endTime"", ""startLocationWKT""]",OK,168
